,Nazwisko aktualne,Liczba
3016,STELMASZCZYK,995
3017,KRZYŻAŃSKI,994
3018,SZKLARZ,994
3019,CIELECKI,993
3020,LIGOCKI,993
3021,MAŃCZAK,993
3022,BASTA,992
3023,RADTKE,992
3024,WOSZCZYK,992
3025,BORUCH,991
3026,LUDWIKOWSKI,991
3027,BUDZISZ,990
3028,BURDZY,990
3029,CELMER,990
3030,KSIĄŻKIEWICZ,990
3031,ŁABUDA,990
3032,ŻYLIŃSKI,990
3033,BIESIADA,989
3034,LENARD,989
3035,PINDEL,989
3036,PRUSIK,989
3037,DZIKI,988
3038,JASTRZĄB,988
3039,KOSZAŁKA,988
3040,KURYŁO,988
3041,STALMACH,988
3042,TUCHOLSKI,988
3043,WOLNIEWICZ,988
3044,CHŁOPEK,987
3045,LENARCZYK,987
3046,CZERWIEC,986
3047,KOZIARA,986
3048,PABICH,986
3049,SZANIAWSKI,986
3050,SZUKALSKI,986
3051,KARKOSZKA,985
3052,NITA,985
3053,PRUSKI,985
3054,SZYMANKIEWICZ,985
3055,MACHAŁA,984
3056,MAJERSKI,984
3057,MIROSŁAW,984
3058,PIECYK,984
3059,DUMA,983
3060,FIUK,983
3061,GŁODOWSKI,983
3062,BOSAK,982
3063,BRANDT,982
3064,KULAWIAK,982
3065,MOCARSKI,982
3066,SKŁODOWSKI,982
3067,URBANOWSKI,982
3068,ZAWORSKI,982
3069,BRAUN,981
3070,JUDA,981
3071,KUŹNIAK,981
3072,ŁOPATKA,981
3073,NIEDZIAŁEK,981
3074,CIEPŁY,980
3075,KOSTYRA,980
3076,PIERÓG,980
3077,STASZCZYK,980
3078,TYRAŁA,980
3079,WOJCIESZEK,980
3080,PIECZKA,979
3081,ROBAKOWSKI,979
3082,SIENICKI,979
3083,WĘGLIŃSKI,979
3084,JUCHNIEWICZ,978
3085,KORNAŚ,978
3086,MÓL,978
3087,POŁOMSKI,978
3088,TURCZYN,978
3089,KARLIŃSKI,977
3090,MACIASZCZYK,977
3091,BODZIOCH,976
3092,CHODKOWSKI,976
3093,KLAWIKOWSKI,975
3094,MICHALUK,975
3095,JESIONOWSKI,973
3096,LEGIERSKI,973
3097,SUMIŃSKI,973
3098,WIECZORKIEWICZ,973
3099,GIBAŁA,972
3100,JĘDRYCH,972
3101,KOŚCIUK,972
3102,NAGÓRSKI,972
3103,PESTKA,972
3104,IDCZAK,971
3105,PRZEWOŹNY,971
3106,STOPYRA,971
3107,KOSZELA,970
3108,NIEDZIÓŁKA,970
3109,SKRZYPKOWSKI,970
3110,SZPUNAR,970
3111,IWANEK,969
3112,ŁATKA,969
3113,WARZOCHA,969
3114,BABIK,968
3115,BOBEK,968
3116,KABAŁA,968
3117,KOŚCIÓŁEK,968
3118,LEMAŃCZYK,968
3119,MAŁYSA,968
3120,ŚWIĘCKI,968
3121,BYRSKI,967
3122,MOCEK,967
3123,ŻOŁĄDEK,967
3124,GAŁA,966
3125,KĘPCZYŃSKI,966
3126,KURASZ,966
3127,MACIOSZEK,966
3128,MAROSZEK,966
3129,RADOSZ,966
3130,KUBICZEK,965
3131,PODLEŚNY,965
3132,SZOPIŃSKI,965
3133,DANIELEWSKI,964
3134,KOZIELSKI,964
3135,KUDZIA,964
3136,MIELNICZEK,964
3137,RESZCZYŃSKI,964
3138,DUTKOWSKI,963
3139,GOMUŁKA,963
3140,JANDA,963
3141,PRZĄDKA,963
3142,KRAVCHENKO,962
3143,MISZCZYK,962
3144,PAC,962
3145,BUCIOR,961
3146,MATYJASZCZYK,961
3147,MIECZNIKOWSKI,961
3148,SIERPIŃSKI,961
3149,BIJAK,960
3150,KRAŚNIEWSKI,960
3151,LATOCHA,960
3152,MŁYNEK,960
3153,KOŚCIŃSKI,959
3154,PIĘTAK,959
3155,BIAŁOBRZESKI,958
3156,PAŚ,958
3157,INGLOT,956
3158,JANOSZ,956
3159,OPARA,956
3160,DYLĄG,955
3161,KOBIERSKI,955
3162,LEDWOŃ,955
3163,MALANOWSKI,955
3164,SKUBISZ,955
3165,WYRWA,955
3166,BARGIEŁ,954
3167,DETTLAFF,954
3168,GADZIŃSKI,954
3169,SZCZUR,954
3170,WARSZAWSKI,954
3171,WICHROWSKI,954
3172,GRZECHNIK,953
3173,SOBIESZEK,953
3174,BULANDA,952
3175,HIRSZ,952
3176,JAŚKOWSKI,952
3177,KOBYŁECKI,952
3178,PAMUŁA,952
3179,WALUŚ,952
3180,ZOŃ,952
3181,KURA,951
3182,SKIBICKI,951
3183,SOBÓL,951
3184,STEPANIUK,951
3185,ŚMIECHOWSKI,951
3186,WOLNIAK,951
3187,JUSKOWIAK,949
3188,OCIEPKA,949
3189,ŚWIĘS,949
3190,WINIECKI,949
3191,CHMIELARZ,948
3192,KOCIŃSKI,947
3193,KURCZEWSKI,947
3194,DATA,946
3195,LISICKI,946
3196,MARYNIAK,946
3197,RASIŃSKI,946
3198,RUSNAK,946
3199,GŁAŻEWSKI,945
3200,STOCKI,945
3201,DWOJAK,944
3202,TOPÓR,944
3203,HARASIM,943
3204,HOMA,943
3205,MENCEL,943
3206,OTRĘBA,943
3207,SZEREMETA,943
3208,ŁĘCZYCKI,942
3209,RZECZKOWSKI,942
3210,KUTYŁA,941
3211,POLISHCHUK,941
3212,GOLBA,940
3213,KARASEK,940
3214,KOKOCIŃSKI,940
3215,ROSTEK,940
3216,SOLAK,940
3217,SULKOWSKI,939
3218,DEMBSKI,938
3219,KASZTELAN,938
3220,SIEJKA,938
3221,TOMANEK,938
3222,KOŁECKI,937
3223,KOPACZEWSKI,937
3224,KOSIOROWSKI,937
3225,WAWRZYŃCZAK,936
3226,ANTONIK,935
3227,FILIPIUK,935
3228,WODECKI,935
3229,DWORNIK,934
3230,KONECKI,934
3231,KRZYŻOWSKI,934
3232,CHROBOT,933
3233,SCHAB,933
3234,WOJDYŁO,933
3235,BLOK,932
3236,ŁAZARZ,932
3237,NURZYŃSKI,932
3238,BUDZIAK,931
3239,HOFFMAN,931
3240,KANIECKI,931
3241,POCIECHA,931
3242,RYMARCZYK,931
3243,BARABASZ,930
3244,DUBICKI,930
3245,GAWRYSIAK,930
3246,KOŚCIELSKI,930
3247,ŚWIETLIK,930
3248,ZUBEK,930
3249,GRZELKA,929
3250,OLBRYŚ,929
3251,CICHOŃSKI,928
3252,KAROŃ,928
3253,GĄSOWSKI,927
3254,SIEMASZKO,927
3255,BRONOWICKI,926
3256,SOBEK,926
3257,BOBAK,925
3258,KOMINEK,925
3259,LELEK,925
3260,MANIKOWSKI,924
3261,PLUSKOTA,924
3262,SACHA,924
3263,GROSZEK,923
3264,GUMIENNY,923
3265,PACHOLCZYK,923
3266,STOJEK,923
3267,WŁODEK,923
3268,DEMBEK,922
3269,KARDAŚ,922
3270,KRYŚ,922
3271,LUBAS,922
3272,PŁOSZAJ,922
3273,WOLNIK,922
3274,ZARZECZNY,922
3275,CIEŚLEWICZ,921
3276,JÓZEFCZYK,921
3277,MECH,921
3278,RASZKA,921
3279,HRYNIEWICZ,920
3280,NASIŁOWSKI,920
3281,POPRAWA,920
3282,SZUKAŁA,920
3283,CHRABĄSZCZ,919
3284,MATLAK,919
3285,TUTAK,919
3286,WITT,919
3287,BINEK,918
3288,KIDA,918
3289,TURKOWSKI,918
3290,GRZYWACZEWSKI,917
3291,MALAK,917
3292,KUCHAREK,916
3293,MIŚKOWIEC,916
3294,SKROK,916
3295,BEREZOWSKI,915
3296,GORZELAK,915
3297,KUDYBA,915
3298,NOCUŃ,915
3299,PERZANOWSKI,915
3300,SZKUTNIK,915
3301,CYMERMAN,914
3302,KRYCH,914
3303,PIENIAK,914
3304,CHOJNICKI,913
3305,KARPIEL,913
3306,KOLCZYŃSKI,913
3307,ŁYSZCZARZ,913
3308,NIECKARZ,913
3309,STOKOWSKI,913
3310,GDULA,912
3311,SZYCHOWSKI,912
3312,KAMOLA,911
3313,SMÓŁKA,911
3314,TROJAK,911
3315,CISŁO,910
3316,DYBA,910
3317,GAWLAK,910
3318,GROSS,910
3319,LEŚ,910
3320,OGRODOWCZYK,910
3321,PŁAWECKI,910
3322,SORDYL,910
3323,SUCHAN,910
3324,ŻARNOWSKI,910
3325,BRATEK,909
3326,PASTWA,909
3327,PIOSIK,909
3328,SANKOWSKI,909
3329,SKRZYPCZYŃSKI,909
3330,DALECKI,908
3331,KOZIOŁEK,908
3332,KUBERSKI,908
3333,ŁĄCZYŃSKI,907
3334,POSŁUSZNY,907
3335,ZEMBRZUSKI,907
3336,BROL,906
3337,KĘSIK,906
3338,MIELNICKI,906
3339,POL,906
3340,SZWEDO,906
3341,BUĆKO,905
3342,DRYJA,905
3343,STRÓŻYŃSKI,905
3344,SUCHANEK,905
3345,BERA,904
3346,GOŁAŚ,904
3347,MROWIŃSKI,904
3348,NIEĆ,904
3349,RYDEL,904
3350,WŁODKOWSKI,904
3351,JAŹWIŃSKI,903
3352,SZCZUKA,903
3353,SZOŁTYSEK,903
3354,BRZEZINA,902
3355,GIZIŃSKI,902
3356,HEBEL,902
3357,MARCINOWSKI,902
3358,PERLIŃSKI,902
3359,PLACEK,902
3360,TRĘBACZ,902
3361,TUR,902
3362,WALCZYŃSKI,902
3363,LUBCZYŃSKI,901
3364,TELEGA,901
3365,WĘGRZYNOWSKI,901
3366,BOCHNIAK,900
3367,FILIPCZYK,900
3368,KRZESIŃSKI,900
3369,LISEWSKI,900
3370,PĘKALSKI,900
3371,DZIEKOŃSKI,899
3372,SKAŁECKI,899
3373,JOŃCA,898
3374,ZDZIARSKI,898
3375,ZIENTEK,898
3376,ANTOLAK,897
3377,CHWASTEK,897
3378,SPYRKA,897
3379,STACHOŃ,897
3380,WAŁACH,897
3381,JONIEC,896
3382,FATYGA,895
3383,GORAJ,895
3384,GRYCZKA,895
3385,GWIAZDOWSKI,895
3386,IWIŃSKI,895
3387,KĘPSKI,895
3388,ORDON,895
3389,ŻOŁNOWSKI,895
3390,BRANDYS,894
3391,JESIONEK,894
3392,KRZEWIŃSKI,894
3393,STYPUŁKOWSKI,894
3394,SYSKA,894
3395,TORBA,894
3396,TROJNAR,894
3397,BIESZCZAD,893
3398,JANOCHA,893
3399,KOTULSKI,893
3400,DANEK,892
3401,KASZYŃSKI,892
3402,KLUSEK,892
3403,KOCZWARA,892
3404,GRYC,891
3405,JURCZYŃSKI,891
3406,STANIEC,891
3407,STAWIARZ,891
3408,WIDOMSKI,891
3409,GOLEŃ,890
3410,MOSAKOWSKI,890
3411,PECYNA,890
3412,ZEMŁA,890
3413,BAUER,889
3414,BURAKOWSKI,889
3415,GRONEK,889
3416,KLUK,889
3417,MATERA,889
3418,URBAŚ,888
3419,ZACHARA,888
3420,BUDKA,887
3421,KIEŁPIŃSKI,887
3422,KRAJNIK,887
3423,BOJDA,886
3424,PILARZ,886
3425,POPIELARZ,886
3426,SOBÓTKA,886
3427,WYBRANIEC,886
3428,SZEFLER,885
3429,ŚRODA,885
3430,WOJNO,885
3431,WOSIK,885
3432,BORSUK,884
3433,GRZYMAŁA,884
3434,KORYTKOWSKI,884
3435,MICHALEWICZ,884
3436,FELCZAK,883
3437,GUNIA,883
3438,ZAJDA,883
3439,OLESZEK,882
3440,RABIEGA,882
3441,WAŚKIEWICZ,882
3442,WINIARZ,882
3443,ZAŁUSKI,882
3444,ABRAM,881
3445,GRABARZ,881
3446,KURPIEL,881
3447,MAJOR,881
3448,GAWRYCH,880
3449,GOŁUCH,880
3450,KOŹBIAŁ,880
3451,ŁUCKI,880
3452,MAJEK,880
3453,SIMIŃSKI,880
3454,SZCZAWIŃSKI,880
3455,JURASZ,879
3456,KSIĘŻOPOLSKI,879
3457,STAWOWY,879
3458,STERNIK,879
3459,OLECHOWSKI,878
3460,WIECHA,878
3461,CHILIŃSKI,877
3462,GRZEGORZEK,877
3463,KOMENDA,877
3464,KOŁODYŃSKI,876
3465,RESPONDEK,876
3466,STANIEWSKI,876
3467,SZYMIK,876
3468,WOJDAT,876
3469,WZOREK,876
3470,OLESIAK,875
3471,PROROK,875
3472,STADNICKI,875
3473,SZAL,875
3474,BIALIK,874
3475,FISCHER,874
3476,MĄKOSA,874
3477,SWAT,874
3478,DYMOWSKI,873
3479,KRUCZYŃSKI,873
3480,JĘDRZEJOWSKI,872
3481,KOCISZEWSKI,872
3482,SICZEK,872
3483,SZCZEPAŃCZYK,872
3484,TKACZUK,872
3485,ZUB,872
3486,WACŁAWEK,871
3487,ZWOLAK,871
3488,BACA,870
3489,CAPUTA,870
3490,BOCZAR,869
3491,KRZEŚNIAK,869
3492,MŁODAWSKI,869
3493,WOJDAK,869
3494,HANKUS,868
3495,MILANOWSKI,868
3496,RAMS,868
3497,SOLARSKI,868
3498,KROCZEK,867
3499,ŁAGODA,867
3500,MIESZKOWSKI,867
3501,RYBSKI,867
3502,SADURSKI,867
3503,TARASIEWICZ,867
3504,RZOŃCA,866
3505,WOŁOSZ,866
3506,ZDYB,866
3507,KOCZUR,865
3508,LEŚNIOWSKI,865
3509,NAPIERALSKI,865
3510,SULOWSKI,865
3511,ŚCIBOR,865
3512,GRZELCZAK,864
3513,JATCZAK,864
3514,ŁANGOWSKI,864
3515,WOJTYRA,864
3516,CHROMIŃSKI,863
3517,FRONCZAK,863
3518,MARSZAŁKOWSKI,863
3519,PODGÓRNY,863
3520,SIEROŃ,863
3521,BORATYŃSKI,862
3522,DAMPC,862
3523,TYL,862
3524,ZIARKO,862
3525,RECZEK,861
3526,SKUPIŃSKI,861
3527,GAŁAN,860
3528,KASPEROWICZ,860
3529,KLASA,860
3530,ORCZYK,860
3531,CHUDZIAK,859
3532,JĘDRAS,859
3533,KRAVCHUK,859
3534,PODRAZA,859
3535,SÓWKA,859
3536,SZTANDERA,859
3537,TOPOLEWSKI,859
3538,ZABAWA,859
3539,CHOROMAŃSKI,858
3540,DUDKOWSKI,858
3541,JURECZKO,858
3542,KĄCKI,858
3543,OWCZARSKI,858
3544,SMOCZYŃSKI,858
3545,JAMKA,857
3546,KITOWSKI,857
3547,ROWICKI,857
3548,RUDY,857
3549,WIRKUS,857
3550,FRĄCZYK,856
3551,KARSKI,856
3552,MARCINIEC,856
3553,MATEJEK,856
3554,NAZARUK,856
3555,STOLC,856
3556,ŚLIWOWSKI,856
3557,KRZYŻEWSKI,855
3558,NOWOCIEŃ,855
3559,POLUS,855
3560,RUCKI,855
3561,ZIMA,855
3562,IMIOŁEK,854
3563,MATUSIEWICZ,854
3564,PANAS,854
3565,RACHWALSKI,854
3566,SITKIEWICZ,854
3567,TOMIAK,854
3568,DANISZEWSKI,853
3569,KAPROŃ,853
3570,MICEK,853
3571,SICIŃSKI,853
3572,SZCZECH,853
3573,ŚLUSAREK,853
3574,WALIGÓRSKI,853
3575,KARKOWSKI,852
3576,KLUZA,852
3577,PŁUSA,852
3578,SZUL,852
3579,WIKTOROWSKI,852
3580,GMYREK,851
3581,ŁUSZCZEK,851
3582,MAKÓWKA,851
3583,TUTAJ,851
3584,JANICZEK,850
3585,JASZCZYK,850
3586,MAŃKO,850
3587,PAPIERZ,850
3588,SOBCZUK,850
3589,WARDĘGA,850
3590,BORYCKI,849
3591,BORYCZKA,849
3592,KABACIŃSKI,849
3593,ZUBER,849
3594,DUBIŃSKI,848
3595,WYSOCZAŃSKI,848
3596,BANDURA,847
3597,FRĄK,847
3598,JAROSŁAWSKI,847
3599,KRZYMIŃSKI,847
3600,ŁAZARCZYK,847
3601,IGNACIUK,846
3602,JAKUBAS,846
3603,KOŹMIŃSKI,846
3604,MARCISZEWSKI,846
3605,PATEL,846
3606,PIETROŃ,846
3607,ULMAN,846
3608,WACŁAWIK,846
3609,BRYJA,844
3610,BUDZISZEWSKI,844
3611,GRABKA,844
3612,KOTUŁA,844
3613,LATUSEK,844
3614,ŁAZOWSKI,844
3615,ORSZULAK,844
3616,POCIASK,844
3617,SMOTER,844
3618,WESOŁY,844
3619,LEE,843
3620,PAPUGA,843
3621,SPAŁEK,843
3622,BOJAR,842
3623,DEMCZUK,842
3624,FUS,842
3625,GUŁA,842
3626,LASZCZAK,842
3627,MOŚ,842
3628,PARUCH,842
3629,SZCZUROWSKI,842
3630,WOREK,842
3631,WYCISK,842
3632,GONCIARZ,841
3633,PĘCZEK,841
3634,ROSSA,841
3635,GRACZ,840
3636,KORBA,840
3637,PAŚKO,840
3638,TOPOREK,840
3639,TRZEBIATOWSKI,840
3640,WYRWAS,840
3641,ZWIERZ,840
3642,ADAMIK,839
3643,GLINKOWSKI,839
3644,GRZYWIŃSKI,839
3645,KUŚMIERSKI,839
3646,ŁAWICKI,839
3647,MASNY,839
3648,MIKSA,839
3649,POTEMPA,839
3650,STACHNIK,839
3651,BURAS,838
3652,POPIELA,838
3653,TOMECKI,838
3654,CZYSZCZOŃ,837
3655,SKRZYPIŃSKI,837
3656,BIENIASZ,836
3657,BUŁKA,836
3658,GAWLAS,836
3659,HANDZLIK,836
3660,ŁABĘDŹ,836
3661,SZCZYPIOR,836
3662,SZLĘZAK,836
3663,ŻUBER,836
3664,ŁAKOMSKI,835
3665,MAJCHRZYK,835
3666,RĄPAŁA,835
3667,JURECKI,834
3668,KIJEK,834
3669,PAWLICA,834
3670,ZMYSŁOWSKI,834
3671,CESARZ,833
3672,CHLIPAŁA,833
3673,OKONIEWSKI,833
3674,PAZDAN,833
3675,RĘKAS,833
3676,RUDEK,833
3677,STUDNICKI,833
3678,JERZAK,832
3679,MANIAK,832
3680,TALIK,832
3681,ZAPOTOCZNY,832
3682,JACHIMOWICZ,831
3683,ŚLĄZAK,831
3684,WAL,831
3685,DOBRZYCKI,830
3686,FABISZEWSKI,830
3687,GOSK,830
3688,GROMADA,830
3689,JANEK,830
3690,KURZAWSKI,830
3691,MICHAŁOWICZ,830
3692,SZYNAL,830
3693,WIĘCŁAWSKI,830
3694,BARCIK,829
3695,DZIUBAK,829
3696,NAKIELSKI,829
3697,PACZYŃSKI,829
3698,JÓZWIK,828
3699,MARYNOWSKI,828
3700,ORZECH,828
3701,WANG,828
3702,FLORKOWSKI,827
3703,SZYPULSKI,827
3704,WIKTORSKI,827
3705,BŁASZCZUK,826
3706,CHLUDZIŃSKI,826
3707,KOMARNICKI,826
3708,KRAMEK,826
3709,JĘDRYKA,825
3710,SZCZYRBA,825
3711,CHWAŁEK,824
3712,DROGOSZ,824
3713,GORGOŃ,824
3714,HETMAN,824
3715,SZELĄGOWSKI,824
3716,JACHIMOWSKI,823
3717,LATAŁA,823
3718,TRYBUS,823
3719,KARASZEWSKI,822
3720,WRONOWSKI,822
3721,JACKOWIAK,821
3722,STASIEWICZ,821
3723,WRZEŚNIEWSKI,821
3724,BARA,820
3725,FABIAN,820
3726,PALUSZEK,820
3727,TROCHA,820
3728,GRZĄDZIEL,819
3729,KLIMIUK,819
3730,KUDELSKI,819
3731,MERTA,819
3732,JACZEWSKI,818
3733,KOHUT,818
3734,ŁUBA,818
3735,MUSIAŁEK,818
3736,SZCZECINA,818
3737,CIUPAK,817
3738,GRABAREK,817
3739,SZUMILAS,817
3740,ŚWITOŃ,817
3741,ZDUN,817
3742,RATAJSKI,816
3743,SAVCHUK,816
3744,SZLENDAK,816
3745,WILGA,816
3746,ANTOSZEWSKI,815
3747,CHEN,815
3748,KAPCZYŃSKI,815
3749,MUSIAŁOWSKI,815
3750,PRUSIŃSKI,815
3751,JACHYM,814
3752,KOTYNIA,814
3753,ZAMORSKI,814
3754,CZEPIEL,813
3755,OLEJARCZYK,813
3756,SŁAWEK,813
3757,WARDAK,813
3758,WOŁYNIEC,813
3759,BARGIEL,812
3760,GRZEGRZÓŁKA,812
3761,WAŚ,812
3762,GULCZYŃSKI,811
3763,MOSTOWSKI,811
3764,BAJEK,810
3765,CYGANEK,810
3766,GLIWA,810
3767,MARKUSZEWSKI,810
3768,SOŚNICKI,810
3769,STRZESZEWSKI,810
3770,ŚWIERC,810
3771,GRZONKA,809
3772,ŁABA,809
3773,RYCZKOWSKI,809
3774,SAWIŃSKI,809
3775,JÓZEFOWSKI,808
3776,KOCIUBA,808
3777,KOTKOWSKI,808
3778,WOJTANOWSKI,808
3779,JASIEWICZ,807
3780,LASOŃ,807
3781,ŁUKA,807
3782,BĄBA,806
3783,FRANK,806
3784,KŁECZEK,806
3785,MRÓZEK,806
3786,PŁOSKI,806
3787,ARENDT,805
3788,CHROMIK,805
3789,DEKA,804
3790,GŁOWA,804
3791,JAROSZYŃSKI,804
3792,MAJCHERCZYK,804
3793,MENDYK,804
3794,ŚWIDZIŃSKI,804
3795,TALARCZYK,804
3796,FIREK,803
3797,KOŁODZIEJEK,803
3798,MAC,803
3799,HRYNIEWICKI,802
3800,KAPTUR,802
3801,KOPACKI,802
3802,MIESZCZAK,802
3803,BĘTKOWSKI,801
3804,CHABROS,801
3805,LENCZEWSKI,801
3806,PIETRUCZUK,801
3807,RUTECKI,801
3808,CUBER,800
3809,JABŁONKA,800
3810,LISIEWICZ,800
3811,ŁAWRYNOWICZ,800
3812,WĄŻ,800
3813,ZAMBRZYCKI,800
3814,CHROBOK,799
3815,GRABEK,799
3816,ILCZUK,799
3817,TURCZYŃSKI,798
3818,PASTUSIAK,797
3819,SKOP,797
3820,SMOŁKA,797
3821,SZTUKA,797
3822,HARASIMOWICZ,796
3823,BŁAŻEWICZ,795
3824,CHUDEK,795
3825,GAWRYLUK,795
3826,JANUSZEK,795
3827,JARZĘBOWSKI,795
3828,PŁOCHOCKI,795
3829,RAJ,795
3830,SKURA,795
3831,BIGAJ,794
3832,DRABEK,794
3833,KĘSICKI,794
3834,KIERZEK,794
3835,NIEDZIAŁKOWSKI,794
3836,OLESZKIEWICZ,794
3837,SIERANT,794
3838,STĘPNIK,794
3839,CIEPIELA,793
3840,KLUKOWSKI,793
3841,KORDOWSKI,793
3842,RAJCHEL,793
3843,SIEMIENIUK,793
3844,BERNACIAK,792
3845,GOŹDZIEWSKI,792
3846,MADEJCZYK,792
3847,MAŁYSKA,792
3848,MIKOŚ,792
3849,KALINA,791
3850,KIEŁBOWICZ,791
3851,ROGIŃSKI,791
3852,TRYBA,791
3853,WOLSZCZAK,791
3854,BERENT,790
3855,KAMIEŃSKI,790
3856,KIEŁKOWSKI,790
3857,ROSOŁOWSKI,790
3858,SYGUŁA,790
3859,WAŁĘGA,790
3860,WIJAS,790
3861,BANASZEWSKI,789
3862,BEDNORZ,789
3863,BRONK,789
3864,BARTECKI,788
3865,KUCZMA,788
3866,MACZUGA,788
3867,PASIERB,788
3868,POPKO,788
3869,PRUSZKOWSKI,788
3870,FILIPCZUK,787
3871,KORCZYK,787
3872,MĘŻYK,787
3873,PSIUK,787
3874,STRYJEWSKI,787
3875,CHORZĘPA,786
3876,KARGUL,786
3877,ŁYSIK,786
3878,NIZIO,786
3879,BŁACHNIO,785
3880,DYGAS,785
3881,DYJAK,785
3882,JANCZURA,785
3883,KACHNIARZ,785
3884,TYLKA,785
3885,UKLEJA,785
3886,WALKOWICZ,785
3887,BURSKI,784
3888,GLEŃ,784
3889,GNIAZDOWSKI,784
3890,GROCHALA,784
3891,KULPIŃSKI,784
3892,POLITOWSKI,784
3893,WYSZKOWSKI,784
3894,WIELOCH,783
3895,DYRCZ,782
3896,JARCZEWSKI,782
3897,KNOPIK,782
3898,MIKUCKI,782
3899,OSAK,782
3900,REWERS,782
3901,CZERNICKI,781
3902,CZERW,781
3903,SELIGA,781
3904,DRAGON,780
3905,KOLBUSZ,780
3906,ŁOZOWSKI,780
3907,ROGACZEWSKI,780
3908,WILAMOWSKI,780
3909,FRANKE,779
3910,GNIEWEK,779
3911,HOŁUB,779
3912,JOŃSKI,779
3913,PLEWKA,779
3914,SEROKA,779
3915,TOMICZEK,779
3916,TRUSZCZYŃSKI,779
3917,CZAPNIK,778
3918,NAREWSKI,778
3919,OLEKSIUK,778
3920,SŁABOŃ,778
3921,TOBOLSKI,778
3922,GRZESIUK,777
3923,KRZYSIAK,777
3924,STRYCZEK,777
3925,HABER,776
3926,KONIECZKO,776
3927,POSTEK,776
3928,RABENDA,776
3929,SZEFER,776
3930,CIEPLAK,775
3931,POCHEĆ,775
3932,PRUSACZYK,775
3933,WOJNA,775
3934,WOJTYCZKA,775
3935,BILICKI,774
3936,JEZIOROWSKI,774
3937,JĘDRUSIK,774
3938,KAWAŁEK,774
3939,KRZANOWSKI,774
3940,MATYJASIK,774
3941,NAPIERAJ,774
3942,OSIKA,774
3943,BŁAWAT,773
3944,HUMENIUK,773
3945,MULARSKI,773
3946,RODZIK,773
3947,STRÓZIK,773
3948,ALBRECHT,772
3949,BABIAK,772
3950,BENTKOWSKI,772
3951,DUŚ,772
3952,KĘSY,772
3953,CIOCH,771
3954,MARKS,771
3955,RYBAKOWSKI,771
3956,PIKULSKI,770
3957,GROCHOLSKI,769
3958,JĘDRYSIAK,769
3959,KORZEC,769
3960,ŁEBEK,769
3961,MATERNA,769
3962,OWSIANKA,769
3963,PIEKUTOWSKI,769
3964,RĘBACZ,769
3965,TWARDY,769
3966,CEGLARSKI,768
3967,CELEJ,768
3968,CHRUŚCIŃSKI,768
3969,LEGUTKO,768
3970,PIASECZNY,768
3971,SADECKI,768
3972,TYRKA,768
3973,TYSZKO,768
3974,KAMPA,767
3975,LESIUK,767
3976,LEŚNY,767
3977,MALEWSKI,767
3978,PRZEWOŹNIK,767
3979,SNARSKI,767
3980,WOJNICKI,767
3981,ZIENTARA,767
3982,JASKOT,766
3983,MOLIŃSKI,766
3984,NASKRĘT,766
3985,STODULSKI,766
3986,SYTA,766
3987,ŻURAW,766
3988,SZMIGIELSKI,765
3989,WITECKI,765
3990,HRYCIUK,764
3991,KOMOR,764
3992,JACEWICZ,763
3993,LUDWIG,763
3994,DUNAJSKI,762
3995,PODLASKI,762
3996,SIENNICKI,762
3997,SUTKOWSKI,762
3998,ZIEMIAŃSKI,762
3999,BIAŁCZAK,761
4000,DOMALEWSKI,761
4001,KANIOWSKI,761
4002,OWCZARZ,761
4003,BORZYSZKOWSKI,760
4004,BUKOWIEC,760
4005,DMITRUK,760
4006,KUPISZ,760
4007,MAIK,760
4008,BAGROWSKI,759
4009,GOLIS,759
4010,ZIEMSKI,759
4011,ANTOSIEWICZ,758
4012,PRUŚ,758
4013,STEFAN,758
4014,TRAN,758
4015,WANTUCH,758
4016,WOŁOWSKI,758
4017,EJSMONT,757
4018,KOTLARSKI,757
4019,LIZOŃ,757
4020,PIEPRZYK,757
4021,CIECHANOWICZ,756
4022,ŁABĘCKI,756
4023,ŁUKASZEK,756
4024,ADAM,755
4025,ANTOSIAK,755
4026,DUSZAK,755
4027,KOZINA,755
4028,RĘKAWEK,755
4029,DZIĘGIEL,754
4030,PAZIEWSKI,754
4031,ULANOWSKI,754
4032,ZAŁĘCKI,754
4033,JACHOWICZ,753
4034,JEŻAK,753
4035,KIELISZEK,753
4036,LIPNICKI,753
4037,ŁAKOMIEC,752
4038,ŁYCZKO,752
4039,SAWKA,752
4040,ZASTAWNY,752
4041,DZIUK,751
4042,ŚWIST,751
4043,ZDYBEL,751
4044,BIGUS,750
4045,KAISER,750
4046,KOCEMBA,750
4047,POLANOWSKI,750
4048,RÓJ,750
4049,SANOCKI,750
4050,SIATKOWSKI,750
4051,TWORKOWSKI,750
4052,ZYBAŁA,750
4053,KULEJ,749
4054,MELNYCHUK,749
4055,RZEPKOWSKI,749
4056,USZYŃSKI,749
4057,KOBYLAŃSKI,748
4058,LASOCKI,748
4059,MODLIŃSKI,748
4060,NIŻNIK,748
4061,OPIELA,748
4062,SERWIN,748
4063,FORNALCZYK,747
4064,MATUSZ,747
4065,WOJTYNIAK,747
4066,MUSIK,746
4067,PASIŃSKI,746
4068,SOPEL,746
4069,KIN,745
4070,MICHAŁKIEWICZ,745
4071,SIENIAWSKI,745
4072,SZOTA,745
4073,GŁOWALA,744
4074,KAŁUSKI,744
