,Nazwisko aktualne;Liczba
5118,BUCHOLC;611
5119,POTONIEC;611
5120,PÓŁCHŁOPEK;611
5121,PUZDROWSKA;611
5122,RUSZEL;611
5123,SAMUL;611
5124,STRYCHALSKA;611
5125,WIJATA;611
5126,CIBA;610
5127,FABIŚ;610
5128,GNAT;610
5129,JĘDRUCH;610
5130,MŁYŃCZAK;610
5131,ROMANIAK;610
5132,BITNER;609
5133,BYSTRZYCKA;609
5134,GORYL;609
5135,NEUMAN;609
5136,PASŁAWSKA;609
5137,PINKOWSKA;609
5138,STOŁOWSKA;609
5139,URYGA;609
5140,WACŁAWCZYK;609
5141,KUCZEWSKA;608
5142,KUSYK;608
5143,MADAJ;608
5144,SROGA;608
5145,ZIEMKIEWICZ;608
5146,CIERPIAŁ;607
5147,KOZIATEK;607
5148,MACIOCHA;607
5149,OSMÓLSKA;607
5150,PARKITNA;607
5151,SMUGA;607
5152,TEPER;607
5153,WDOWCZYK;607
5154,WOLAN;607
5155,ABRAMEK;606
5156,BARANIECKA;606
5157,BUCHWALD;606
5158,BUGLA;606
5159,GNATOWSKA;606
5160,GORAL;606
5161,GROŃSKA;606
5162,KRYSIK;606
5163,KUNC;606
5164,OCHNIO;606
5165,PYTLARZ;606
5166,RYCERZ;606
5167,SIEKIERA;606
5168,STYPUŁA;606
5169,TWORZYDŁO;606
5170,WIATRAK;606
5171,CHRUŚCICKA;605
5172,GONET;605
5173,SAMOL;605
5174,STYPA;605
5175,TOMAS;605
5176,WAŃCZYK;605
5177,ZAWALSKA;605
5178,BOŚ;604
5179,DUBAJ;604
5180,FURGAŁ;604
5181,GAJOWNIK;604
5182,ŁONIEWSKA;604
5183,MALCHER;604
5184,MURACH;604
5185,OBRYCKA;604
5186,OSUCHOWSKA;604
5187,PACAN;604
5188,PASIKOWSKA;604
5189,POTACZEK;604
5190,RYSZKOWSKA;604
5191,SOLARCZYK;604
5192,SROMEK;604
5193,WARZYŃSKA;604
5194,WÓJS;604
5195,WRONKOWSKA;604
5196,ANDERS;603
5197,BARTUŚ;603
5198,JAŁOWIECKA;603
5199,PAŁAC;603
5200,SMUTEK;603
5201,STROIŃSKA;603
5202,ŚLIŻ;603
5203,ŚMIAŁKOWSKA;603
5204,TROSZCZYŃSKA;603
5205,WIECH;603
5206,ZGIERSKA;603
5207,ZYSK;603
5208,DUBAS;602
5209,GŁOS;602
5210,GRUSZCZYK;602
5211,KURZAK;602
5212,PENAR;602
5213,RUDOWSKA;602
5214,WAŚNIOWSKA;602
5215,BOŁOZ;601
5216,DOMBEK;601
5217,KONOPSKA;601
5218,ŁYCZKOWSKA;601
5219,OSTAFIN;601
5220,SIARA;601
5221,WINKOWSKA;601
5222,WOLFF;601
5223,BRUZDA;600
5224,BYRA;600
5225,GOŁEK;600
5226,KOMAN;600
5227,KONDEJ;600
5228,LUBERA;600
5229,MALECKA;600
5230,POPIELARSKA;600
5231,SOLSKA;600
5232,SZULCZEWSKA;600
5233,WARYCH;600
5234,DYBAŚ;599
5235,KAMIENIECKA;599
5236,CZOK;598
5237,JAROCH;598
5238,MUSIALSKA;598
5239,PIKUS;598
5240,PUCHACZ;598
5241,SAMSON;598
5242,SIEJA;598
5243,BRZOSKOWSKA;597
5244,CIEĆWIERZ;597
5245,JANOWIAK;597
5246,JANUSZKO;597
5247,LATO;597
5248,STAŚ;597
5249,WAWSZCZAK;597
5250,DANIELSKA;596
5251,GRZEŚ;596
5252,KOMUDA;596
5253,KONSTANTY;596
5254,KOPCZYK;596
5255,KRZYSZTOFIAK;596
5256,LANG;596
5257,LEE;596
5258,OSTAPIUK;596
5259,PATALAS;596
5260,PŁOMIŃSKA;596
5261,PODKOWA;596
5262,DULEWICZ;595
5263,FILAS;595
5264,KRAMER;595
5265,LUBOWIECKA;595
5266,PABIS;595
5267,TECŁAW;595
5268,BARCZEWSKA;594
5269,BORUC;594
5270,BUŚKO;594
5271,DYK;594
5272,GOSTYŃSKA;594
5273,ŁAŚ;594
5274,MANKIEWICZ;594
5275,MATYKA;594
5276,MEDYŃSKA;594
5277,PRZYBYSŁAWSKA;594
5278,BULCZAK;593
5279,BUSZ;593
5280,GŁADKOWSKA;593
5281,GORZELAŃCZYK;593
5282,GRABOWICZ;593
5283,KAMINSKA;593
5284,KIEŁEK;593
5285,KORYTOWSKA;593
5286,CHMARA;592
5287,CIUPKA;592
5288,CZARNIAK;592
5289,GABRYSZEWSKA;592
5290,GUZIAK;592
5291,JOHN;592
5292,KAZANOWSKA;592
5293,KLECZKOWSKA;592
5294,LEW;592
5295,MAJDAŃSKA;592
5296,MATURA;592
5297,OLIINYK;592
5298,PISZCZ;592
5299,SŁUPEK;592
5300,SZMURŁO;592
5301,WAJDZIK;592
5302,WITASZEK;592
5303,WOLICKA;592
5304,BABIUCH;591
5305,NAJMAN;591
5306,OŚKA;591
5307,PAWLINA;591
5308,RYSZEWSKA;591
5309,STARZAK;591
5310,SULARZ;591
5311,DZIWISZ;590
5312,GLAPIAK;590
5313,GOLUS;590
5314,KOŁACZEK;590
5315,MINKIEWICZ;590
5316,SUTOR;590
5317,ZBROJA;590
5318,BUKOWIECKA;589
5319,CZUPRYNIAK;589
5320,MYSZAK;589
5321,PACYGA;589
5322,RZEWUSKA;589
5323,STOSIO;589
5324,TYLEK;589
5325,CHMIELAK;588
5326,KUCHCIŃSKA;588
5327,MALEWICZ;588
5328,MOROŃ;588
5329,NOWOTARSKA;588
5330,PAPRZYCKA;588
5331,PIETREK;588
5332,SAŁACIŃSKA;588
5333,TKACHENKO;588
5334,TWARDZIK;588
5335,WIETECHA;588
5336,BALAWENDER;587
5337,DURDA;587
5338,GAJDZIK;587
5339,NIESTRÓJ;587
5340,PAZERA;587
5341,POMARAŃSKA;587
5342,RYZNAR;587
5343,RZESZOWSKA;587
5344,SIEDLARZ;587
5345,BAKA;586
5346,CZUBEK;586
5347,KATARZYŃSKA;586
5348,LISAK;586
5349,ŁOJKO;586
5350,PANCERZ;586
5351,PYDA;586
5352,SINKIEWICZ;586
5353,ŚLEDZIŃSKA;586
5354,BARTOCHA;585
5355,BASZAK;585
5356,BRODACKA;585
5357,CHABER;585
5358,GROCHOWINA;585
5359,KORZENIECKA;585
5360,ŁAGODZIŃSKA;585
5361,MALARCZYK;585
5362,ROSŁON;585
5363,SEIDEL;585
5364,WOSZCZYNA;585
5365,BOBKOWSKA;584
5366,GRUDA;584
5367,JANISZEK;584
5368,KLINKOSZ;584
5369,KRUSZELNICKA;584
5370,KUKUCZKA;584
5371,OSTASZ;584
5372,PRAŁAT;584
5373,DZIOBA;583
5374,FRIEDRICH;583
5375,HULBÓJ;583
5376,JASIONOWSKA;583
5377,MICHALCZAK;583
5378,RADKOWSKA;583
5379,SEREDA;583
5380,SIEDLACZEK;583
5381,SZTABA;583
5382,ŚWIERKOT;583
5383,WARMUZ;583
5384,DERKOWSKA;582
5385,KANDZIA;582
5386,LESIK;582
5387,LEWKO;582
5388,LORENS;582
5389,PERCZYŃSKA;582
5390,SKUBIS;582
5391,SŁYSZ;582
5392,BACHANEK;581
5393,BAŃCZYK;581
5394,DYGA;581
5395,GARDOCKA;581
5396,MARCIŃSKA;581
5397,NARKIEWICZ;581
5398,PIŁKA;581
5399,STAWOWY;581
5400,ŚWITAJ;581
5401,ZATOŃ;581
5402,CACKOWSKA;580
5403,DZWONEK;580
5404,FRONC;580
5405,KOBYŁKA;580
5406,ŁYCZAK;580
5407,MELON;580
5408,MORYS;580
5409,RYDZYŃSKA;580
5410,SPRAWKA;580
5411,STRUŚ;580
5412,SZYCH;580
5413,ŚWIERAD;580
5414,WOJCIECH;580
5415,CHOCHÓŁ;579
5416,CZABAN;579
5417,DAMPS;579
5418,JASTRZĘBOWSKA;579
5419,KANDZIORA;579
5420,LIBERSKA;579
5421,MAKULSKA;579
5422,PIEŃKOSZ;579
5423,THOMAS;579
5424,WAWRZYCZEK;579
5425,BRUDNICKA;578
5426,FRĄCZKOWSKA;578
5427,HENNIG;578
5428,HERDA;578
5429,KARCZMARZ;578
5430,KUKAWSKA;578
5431,ŁĄCZNA;578
5432,MĘŻYŃSKA;578
5433,MYTYCH;578
5434,OLSZOWA;578
5435,SPÓLNIK;578
5436,SZTUKOWSKA;578
5437,CHMIELNICKA;577
5438,HERMANOWSKA;577
5439,KŁODZIŃSKA;577
5440,KOSTRO;577
5441,MILCZANOWSKA;577
5442,MOŹDZIERZ;577
5443,NOREK;577
5444,CZAPKA;576
5445,HUMENIUK;576
5446,KAŃSKA;576
5447,PRZEŹDZIECKA;576
5448,ROZMIAREK;576
5449,SIWA;576
5450,STASZEL;576
5451,WAWRZYNEK;576
5452,WEJMAN;576
5453,KOPIJ;575
5454,KWASEK;575
5455,MASALSKA;575
5456,PELCZARSKA;575
5457,PUSZ;575
5458,STOJANOWSKA;575
5459,SZYCA;575
5460,ZIEJA;575
5461,BUSZTA;574
5462,CIEPLIK;574
5463,DZIEKAŃSKA;574
5464,GLANOWSKA;574
5465,ORMAN;574
5466,CZERNIECKA;573
5467,DZIENISZEWSKA;573
5468,GOŚ;573
5469,KALICIŃSKA;573
5470,KONICKA;573
5471,MAKIEŁA;573
5472,OLESZKO;573
5473,SKARZYŃSKA;573
5474,SKLORZ;573
5475,SŁABA;573
5476,TRYBUŚ;573
5477,DERĘGOWSKA;572
5478,GAJDZIŃSKA;572
5479,MAJAK;572
5480,MUĆKA;572
5481,OCHAB;572
5482,OSIADACZ;572
5483,PROKOPCZYK;572
5484,SMOLARSKA;572
5485,HEROK;571
5486,JĘDRUSIAK;571
5487,KACZMAR;571
5488,KAPERA;571
5489,KOZAR;571
5490,LELITO;571
5491,PODPORA;571
5492,PRĘDKA;571
5493,STANASZEK;571
5494,STOLECKA;571
5495,SUBOCZ;571
5496,WICHA;571
5497,ZAPADKA;571
5498,BORYSEWICZ;570
5499,JAREMA;570
5500,JUŚKIEWICZ;570
5501,KOMPERDA;570
5502,PAŚCIAK;570
5503,RYŃSKA;570
5504,SOLIWODA;570
5505,ŚWIGOŃ;570
5506,CIELUCH;569
5507,GOWIN;569
5508,HAMPEL;569
5509,JUROSZEK;569
5510,KUBISZ;569
5511,ŁASZEWSKA;569
5512,PIAŚCIK;569
5513,REICH;569
5514,TOKAREK;569
5515,WALKUSZ;569
5516,WAWRYNIUK;569
5517,CIASTOŃ;568
5518,DROZDA;568
5519,GADOWSKA;568
5520,JAŃCZYK;568
5521,KOPECKA;568
5522,MORYC;568
5523,PACHUCKA;568
5524,PATYNA;568
5525,REMBISZ;568
5526,RYLSKA;568
5527,SĄDEJ;568
5528,SKAŁA;568
5529,SWATEK;568
5530,WĘGŁOWSKA;568
5531,WUJEK;568
5532,BIK;567
5533,DURZYŃSKA;567
5534,GLAPIŃSKA;567
5535,KŁYSZ;567
5536,KOŚNIK;567
5537,KROCHMAL;567
5538,KWINTA;567
5539,MISZKIEWICZ;567
5540,DĄBSKA;566
5541,KOBIELSKA;566
5542,KRZYSZKOWSKA;566
5543,KUROPATWA;566
5544,LITWINIUK;566
5545,ŁYSAK;566
5546,MATULEWICZ;566
5547,SZKARADEK;566
5548,SZYNKIEWICZ;566
5549,TOMICKA;566
5550,WIECHOWSKA;566
5551,WOJACZEK;566
5552,ZWOLSKA;566
5553,BRYLOWSKA;565
5554,DYNOWSKA;565
5555,GOLENIA;565
5556,HALAMA;565
5557,HANUS;565
5558,HANUSIAK;565
5559,JOP;565
5560,KOTLAREK;565
5561,MICAŁ;565
5562,NOBIS;565
5563,PASTOR;565
5564,KARGOL;564
5565,KURCZYŃSKA;564
5566,LABUDDA;564
5567,ŁOPUSZYŃSKA;564
5568,MACIOŁ;564
5569,MICHALCZEWSKA;564
5570,PAŁUCKA;564
5571,PIECHOCIŃSKA;564
5572,RANISZEWSKA;564
5573,WIELIŃSKA;564
5574,BABICKA;563
5575,GIEROŃ;563
5576,KOPA;563
5577,KROWICKA;563
5578,KURZYNA;563
5579,MACIOROWSKA;563
5580,PACOCHA;563
5581,SZUMNA;563
5582,ŻOŁNA;563
5583,BATORSKA;562
5584,BŁASZCZYŃSKA;562
5585,CZAPLEWSKA;562
5586,KINDER;562
5587,MAKSYM;562
5588,MUSKAŁA;562
5589,POLISHCHUK;562
5590,PYSZ;562
5591,STRZELCZAK;562
5592,SZYC;562
5593,ŚWIĄTKIEWICZ;562
5594,TKACHUK;562
5595,WALO;562
5596,WAWRZYNOWICZ;562
5597,ZAWŁOCKA;562
5598,ŻARCZYŃSKA;562
5599,BARCZ;561
5600,GRYGO;561
5601,KOZACZUK;561
5602,LENARCIK;561
5603,MACIUSZEK;561
5604,PACEWICZ;561
5605,RAWA;561
5606,SZABLA;561
5607,SZCZYPEK;561
5608,WIĘCKIEWICZ;561
5609,ZIMOLĄG;561
5610,BARANOWICZ;560
5611,BEŚKA;560
5612,CHLEWICKA;560
5613,JABŁECKA;560
5614,KLUCZNIK;560
5615,KRZYWONOS;560
5616,ŁUCZKIEWICZ;560
5617,NGUYỄN;560
5618,POKOJSKA;560
5619,SKUTNIK;560
5620,SOBEL;560
5621,SZULIŃSKA;560
5622,TRZYNA;560
5623,ŻÓRAWSKA;560
5624,GLAZER;559
5625,KUNYSZ;559
5626,KWARCIAK;559
5627,MELER;559
5628,PACHULSKA;559
5629,RADLIŃSKA;559
5630,SZCZEPEK;559
5631,CHOROŚ;558
5632,DWORACZEK;558
5633,GĄBKA;558
5634,KARPETA;558
5635,ŁUKOWICZ;558
5636,OLKO;558
5637,PRZYGOCKA;558
5638,ROZMARYNOWSKA;558
5639,ROZUM;558
5640,RYSZ;558
5641,TRZEBIŃSKA;558
5642,ZIOŁA;558
5643,BORYSIUK;557
5644,KASPERCZAK;557
5645,KOKOSZA;557
5646,KOŁTON;557
5647,MIKUSEK;557
5648,SZMUC;557
5649,SZYMAŃCZYK;557
5650,BANDYK;556
5651,BOGACZYK;556
5652,CHOWAŃSKA;556
5653,CHRONOWSKA;556
5654,CIOS;556
5655,DANIŁOWICZ;556
5656,DEPA;556
5657,GOSIEWSKA;556
5658,HERMANOWICZ;556
5659,JAMIOŁKOWSKA;556
5660,KWAPIŃSKA;556
5661,LIŚKIEWICZ;556
5662,MALESZA;556
5663,MIŁOSZEWSKA;556
5664,SZWAJKOWSKA;556
5665,ŻÓŁTEK;556
5666,CZUBIŃSKA;555
5667,DOMERACKA;555
5668,FERET;555
5669,FIJAŁ;555
5670,GAWLIŃSKA;555
5671,ŁUSZCZAK;555
5672,POLSKA;555
5673,PONIEWIERSKA;555
5674,STANISŁAWEK;555
5675,ŚCIBIOR;555
5676,ŚMIEJA;555
5677,WOŁOS;555
5678,CHRUSZCZ;554
5679,ENGEL;554
5680,GRYBOŚ;554
5681,KALARUS;554
5682,KAZEK;554
5683,KLAG;554
5684,KOTERBA;554
5685,KREFTA;554
5686,MOLKA;554
5687,SŁABOSZ;554
5688,SZPARA;554
5689,WYLEGAŁA;554
5690,CZYŻOWSKA;553
5691,DRATWA;553
5692,GRZELCZYK;553
5693,JUSZCZUK;553
5694,KAŁEK;553
5695,ŁYSKAWA;553
5696,MIKODA;553
5697,NACZK;553
5698,NOWEK;553
5699,PAŃCZAK;553
5700,POPIELARCZYK;553
5701,SOLAREK;553
5702,TATAREK;553
5703,BORYSIEWICZ;552
5704,CZACHOROWSKA;552
5705,GĘSICKA;552
5706,GUL;552
5707,KRAUZ;552
5708,KRÜGER;552
5709,KURZYDŁO;552
5710,MARGOL;552
5711,MIŚKO;552
5712,RADZEWICZ;552
5713,RAJCZYK;552
5714,TRAN;552
5715,WIELĄDEK;552
5716,WIELOGÓRSKA;552
5717,ŻYCIŃSKA;552
5718,CIEPŁA;551
5719,FROŃ;551
5720,GOŁOŚ;551
5721,KOBZA;551
5722,ŁOSIŃSKA;551
5723,PRZYŁUCKA;551
5724,RZEŹNICZAK;551
5725,ŚLUBOWSKA;551
5726,BORS;550
5727,GRUDNIEWSKA;550
5728,KARYŚ;550
5729,KIDOŃ;550
5730,KILANOWSKA;550
5731,KUCIEL;550
5732,PACHLA;550
5733,PŁANETA;550
5734,ZDZIECH;550
5735,CHOMIUK;549
5736,DURCZAK;549
5737,DYLA;549
5738,FLAGA;549
5739,HELIŃSKA;549
5740,HUDZIK;549
5741,JAREMKO;549
5742,KORAL;549
5743,MĘDRALA;549
5744,MYJAK;549
5745,RACKA;549
5746,RUSZCZYŃSKA;549
5747,SZAŁAJ;549
5748,TOMASZKIEWICZ;549
5749,ŻMUDZKA;549
5750,CHOMIAK;548
5751,DRABCZYK;548
5752,GIERS;548
5753,GRZEJSZCZAK;548
5754,GUŹNICZAK;548
5755,JAKIEL;548
5756,KUCAB;548
5757,KURYŚ;548
5758,LINOWSKA;548
5759,NEUBAUER;548
5760,WALENTYNOWICZ;548
5761,WIECZERZAK;548
5762,WÓJCIKIEWICZ;548
5763,ZABŁOTNA;548
5764,ZAPALSKA;548
5765,BOCHYŃSKA;547
5766,CHWEDORUK;547
5767,GOGOLA;547
5768,KOSEWSKA;547
5769,ŁUCZKOWSKA;547
5770,PIETRASIAK;547
5771,RÓZGA;547
5772,SIDORCZUK;547
5773,TUTKA;547
5774,WALECZEK;547
5775,ŻBIK;547
5776,BOBRYK;546
5777,GRAB;546
5778,HAMERA;546
5779,KOLARCZYK;546
5780,KOPYCKA;546
5781,KORAB;546
5782,KRÓLCZYK;546
5783,NAROŻNA;546
5784,PIWEK;546
5785,RZEŹNICKA;546
5786,SAWKO;546
5787,SKOCZYŃSKA;546
5788,TUŁACZ;546
5789,WARCHAŁ;546
5790,WOJTASZCZYK;546
5791,BŁĄDEK;545
5792,BRÓDKA;545
5793,BUDNER;545
5794,GOSTOMSKA;545
5795,GUBERNAT;545
5796,JAROSIEWICZ;545
5797,KRAVCHENKO;545
5798,MISIASZEK;545
5799,PATORA;545
5800,ROLBIECKA;545
5801,SŁAWIK;545
5802,STÓJ;545
5803,SULIK;545
5804,DZIKI;544
5805,IGNATOWSKA;544
5806,JAŁOSZYŃSKA;544
5807,KARCZYŃSKA;544
5808,RÓŻYŃSKA;544
5809,SERAFIŃSKA;544
5810,SEREDYŃSKA;544
5811,SIEMIENIEC;544
5812,SZYMONIK;544
5813,ŚWIETLICKA;544
5814,FARYNA;543
5815,KIEREPKA;543
5816,KROCZAK;543
5817,KURANT;543
5818,LESISZ;543
5819,NIEBRZYDOWSKA;543
5820,PANUŚ;543
5821,SCHUBERT;543
5822,SUMERA;543
5823,SYNAK;543
5824,CISAK;542
5825,GAWIŃSKA;542
5826,JAROSIK;542
5827,MIGAŁA;542
5828,NOWOWIEJSKA;542
5829,PIESIK;542
5830,WESOŁA;542
5831,DENISIUK;541
5832,DUK;541
5833,HALLMANN;541
5834,KAŁUCKA;541
5835,KISZCZAK;541
5836,KRĘCICHWOST;541
5837,LESNER;541
5838,MAGIERSKA;541
5839,MOL;541
5840,MŰLLER;541
5841,PONIEDZIAŁEK;541
5842,PROCHOWNIK;541
5843,PRZYCHODZKA;541
5844,PYĆ;541
5845,RUSZCZAK;541
5846,STYRCZULA;541
5847,TREPKA;541
5848,TYLICKA;541
5849,BROŚ;540
5850,ŁODYGA;540
5851,NARUSZEWICZ;540
5852,SĄSIADEK;540
5853,SUJECKA;540
5854,SZAŁAS;540
5855,WRZEŚNIAK;540
5856,ZAPOLSKA;540
5857,BOGDAŁ;539
5858,FRĄC;539
5859,GEISLER;539
5860,GROSZEWSKA;539
5861,KOLANEK;539
5862,KUJAWIAK;539
5863,MAKARUK;539
5864,SZCZEPANIEC;539
5865,TROCZYŃSKA;539
5866,WITULSKA;539
5867,WZIĄTEK;539
5868,BURCHARDT;538
5869,GOŁUCHOWSKA;538
5870,JANASIK;538
5871,KOŃCZAL;538
5872,SARNACKA;538
5873,SIBIŃSKA;538
5874,WOŁCZYŃSKA;538
5875,WOŁOCH;538
5876,ŻYCHOWSKA;538
5877,FORNALIK;537
5878,MARCINISZYN;537
5879,PRZESMYCKA;537
5880,SAJEWICZ;537
5881,TOMALAK;537
5882,CHŁOPECKA;536
5883,KOCZY;536
5884,KOLARZ;536
5885,KOSZ;536
5886,KRAWIECKA;536
5887,KRZYKAWSKA;536
5888,LOBA;536
5889,MASNY;536
5890,MIESZAŁA;536
5891,PROSZOWSKA;536
5892,ROGALIŃSKA;536
5893,RZEPCZYŃSKA;536
5894,SAGANOWSKA;536
5895,SERKOWSKA;536
5896,SIECIŃSKA;536
5897,SMEKTAŁA;536
5898,STOCHMAL;536
5899,TOFIL;536
5900,DANECKA;535
5901,KLOSKOWSKA;535
5902,KOŁACZYŃSKA;535
5903,KOSIEC;535
5904,KUCHARZYK;535
5905,PUCZYŃSKA;535
5906,SZCZUDŁO;535
5907,ULIASZ;535
5908,WAŁDOCH;535
5909,ŻELAZNY;535
5910,ŻYREK;535
5911,BRODOWICZ;534
5912,JESIOŁOWSKA;534
5913,JĘDRYCZKA;534
5914,KASZOWSKA;534
5915,KULMA;534
5916,ŁOSIEWICZ;534
5917,MITORAJ;534
5918,OPAS;534
5919,PIETRUSIAK;534
5920,ULIŃSKA;534
5921,WOŁK;534
5922,BŁASZYK;533
5923,CEGLIŃSKA;533
5924,CHEŁCHOWSKA;533
5925,GARNCARZ;533
5926,JAROŃSKA;533
5927,LINKIEWICZ;533
5928,PIEGZA;533
5929,RABIEJ;533
5930,RACIBORSKA;533
5931,RUDKOWSKA;533
5932,RUP;533
5933,SKWIERCZYŃSKA;533
5934,SKWIRA;533
5935,SNOCH;533
5936,WENDT;533
5937,ZGLIŃSKA;533
5938,ZMYŚLONA;533
5939,ARMATA;532
5940,BLADOWSKA;532
5941,KARNAS;532
5942,KLAMA;532
5943,KOPCIUCH;532
5944,KOZERSKA;532
5945,KUSZTAL;532
5946,MODELSKA;532
5947,PIZOŃ;532
5948,RYBARSKA;532
5949,SMITH;532
5950,STRUG;532
5951,TYLUS;532
5952,ŻŁOBIŃSKA;532
5953,BREJNAK;531
5954,CHODAK;531
5955,DOMINIKOWSKA;531
5956,DZIAK;531
5957,GAL;531
5958,GONSIOR;531
5959,HELLER;531
5960,KAPRAL;531
5961,LATUSZEK;531
5962,MAZAN;531
5963,MYDLARZ;531
5964,STANECKA;531
5965,STOPIŃSKA;531
5966,SUPEŁ;531
5967,WIETRZYKOWSKA;531
5968,WOJAK;531
5969,CIĘŻKOWSKA;530
5970,GARCZAREK;530
5971,JANOSZKA;530
5972,KANAREK;530
5973,PIKSA;530
5974,REJ;530
5975,ŚMIETAŃSKA;530
5976,BOROWY;529
5977,FARUGA;529
5978,GROTH;529
5979,KOSTEK;529
5980,KSIĘŻAK;529
5981,MAZANEK;529
5982,ANDRZEJCZUK;528
5983,MATLA;528
5984,NOGAL;528
5985,OCHNIK;528
5986,RADZIMSKA;528
5987,RUDOLF;528
5988,RYBUS;528
5989,SYPIEŃ;528
5990,SZCZUCKA;528
5991,ŚLIMAK;528
5992,UTRATA;528
5993,WĘGRZYNIAK;528
5994,WIENCEK;528
5995,BIAŁK;527
5996,KAPUSTKA;527
5997,KIEPURA;527
5998,KUPIDURA;527
5999,KURSA;527
6000,MIĘKINA;527
6001,NIERODA;527
6002,PARDA;527
6003,PRUCHNICKA;527
6004,SKIERKA;527
6005,SZUTA;527
6006,ŚWIECH;527
6007,ŚWIRSKA;527
6008,BRZYKCY;526
6009,GRABOWIECKA;526
6010,KUBA;526
6011,LEBIEDZIŃSKA;526
6012,LI;526
6013,LUBIENIECKA;526
6014,MISIARZ;526
6015,PAGACZ;526
6016,PORWOŁ;526
6017,STAŃSKA;526
6018,STAWOWCZYK;526
6019,ŚWIERŻEWSKA;526
6020,AUGUSTOWSKA;525
6021,BARTMAN;525
6022,BOGUSKA;525
6023,GRABIAS;525
6024,GRESZTA;525
6025,GROTKOWSKA;525
6026,HADAM;525
6027,KRĘCISZ;525
6028,LARYSZ;525
6029,LEPAK;525
6030,ŁAPACZ;525
6031,PEZDA;525
6032,RUTOWICZ;525
6033,RYCHLIŃSKA;525
6034,WARCZAK;525
6035,BRÓZDA;524
6036,CZYŻYCKA;524
6037,IWAŃCZYK;524
6038,KOLANKO;524
6039,LUDWINIAK;524
6040,MUSZALSKA;524
6041,SCHWARZ;524
6042,SZYLAR;524
6043,TERLIKOWSKA;524
6044,WARMIŃSKA;524
6045,WASIL;524
6046,HAN;523
6047,HYŻY;523
6048,KUK;523
6049,LENDA;523
6050,MASZOTA;523
6051,NIKEL;523
6052,POSPIECH;523
6053,ŚREDZIŃSKA;523
6054,CIEPŁUCH;522
6055,DOMŻAŁ;522
6056,DZIAMSKA;522
6057,DZIEWIĘCKA;522
6058,GUMIENIAK;522
6059,KILJAN;522
6060,KOMSTA;522
6061,LITERSKA;522
6062,PILIPCZUK;522
6063,PUTO;522
6064,RAGAN;522
6065,SZCZUBEŁEK;522
6066,SZKODZIŃSKA;522
6067,WIELGOS;522
6068,WOJTAK;522
6069,WOJTOŃ;522
6070,WOŁYŃSKA;522
6071,BEK;521
6072,CIESIELCZYK;521
6073,FILUS;521
6074,KALOTA;521
6075,KOŚCIELNY;521
6076,KURTYKA;521
6077,LASZCZYK;521
6078,POLESZAK;521
6079,TRAWCZYŃSKA;521
6080,TRĘBICKA;521
6081,BĄCZKIEWICZ;520
6082,BOBA;520
6083,GIEREK;520
6084,KURACH;520
6085,LESZKIEWICZ;520
6086,MATYNIA;520
6087,SETA;520
6088,TYRAKOWSKA;520
6089,ZIEMANN;520
6090,BANYŚ;519
6091,DUCZMAL;519
6092,DZIENIS;519
6093,FRANCZUK;519
6094,GOLISZEWSKA;519
6095,GRUBBA;519
6096,KOSOBUCKA;519
6097,PIETRUSZYŃSKA;519
6098,RZESZUT;519
6099,WNUKOWSKA;519
6100,ZBYLUT;519
6101,BALEWSKA;518
6102,CHEN;518
6103,DURLIK;518
6104,DZIERŻAK;518
6105,GROSICKA;518
6106,KOSS;518
6107,LOSKA;518
6108,POLAKIEWICZ;518
6109,SZCZYGŁOWSKA;518
6110,ZAŁUCKA;518
6111,BARWICKA;517
6112,BOGUTA;517
6113,BUDNIAK;517
6114,GRYS;517
6115,JEZIORNA;517
6116,KULIBERDA;517
6117,LATACZ;517
6118,MIĘKUS;517
6119,MZYK;517
6120,PABIŚ;517
6121,SAMULSKA;517
6122,SŁUGOCKA;517
6123,WĘGRZYNOWICZ;517
6124,DENKIEWICZ;516
6125,ENGLER;516
6126,FYDRYCH;516
6127,GABRYEL;516
6128,HUTNIK;516
6129,KACZAN;516
6130,LISIK;516
6131,NATANEK;516
6132,PAKOS;516
6133,PAZIK;516
6134,SALACH;516
6135,SZŁAPKA;516
6136,SZYMKOWSKA;516
6137,ŚNIEG;516
6138,BASTEK;515
6139,BRYNDZA;515
6140,DZIAŁO;515
6141,FIGAT;515
6142,KAMELA;515
6143,MACEK;515
6144,PRZENIOSŁO;515
6145,RADKO;515
6146,STRYCHARZ;515
6147,SZŁAPA;515
6148,ŚWIECZKOWSKA;515
6149,BAFIA;514
6150,MÓWIŃSKA;514
6151,MROZOWICZ;514
6152,NADROWSKA;514
6153,NISKA;514
6154,PASIERBEK;514
6155,PLICH;514
6156,SZULECKA;514
6157,ŚWISTEK;514
6158,WAWSZCZYK;514
6159,BURZA;513
6160,GAJKOWSKA;513
6161,JAGIEŁO;513
6162,JOB;513
6163,KWASIBORSKA;513
6164,MERCHEL;513
6165,NAZAR;513
6166,TEKIELI;513
6167,WIERZEJSKA;513
6168,ZADORA;513
6169,DZIAŁAK;512
6170,FABIJAŃSKA;512
6171,FIEDLER;512
6172,GRANAT;512
6173,HAMERSKA;512
6174,JANCZAREK;512
6175,JURAS;512
6176,ŁUCZKA;512
6177,MENDAK;512
6178,PIETRAK;512
6179,SKÓRZEWSKA;512
6180,SZATANIK;512
6181,TRZOP;512
6182,BUGNO;511
