,Nazwisko aktualne;Liczba
2018,KUKIEŁKA;1451
2019,KURZEJA;1451
2020,PIÓRO;1451
2021,TYCZYŃSKA;1451
2022,LESIŃSKA;1450
2023,SARZYŃSKA;1450
2024,KURPIEWSKA;1449
2025,BARTKIEWICZ;1448
2026,GORZKOWSKA;1448
2027,KONIOR;1448
2028,BRZOZA;1445
2029,CIECHANOWSKA;1445
2030,MŁYŃSKA;1443
2031,KIJEWSKA;1440
2032,PTASZEK;1439
2033,ROMANOWICZ;1436
2034,KRAWCZAK;1435
2035,ZAŁUSKA;1435
2036,DUTKA;1434
2037,JARZYŃSKA;1434
2038,SAKOWICZ;1434
2039,CIEPLIŃSKA;1433
2040,JĘDRZEJAK;1433
2041,LANGER;1433
2042,KWIDZIŃSKA;1432
2043,SMAGA;1432
2044,JURA;1431
2045,BOROWA;1430
2046,PODOLAK;1430
2047,RUSIECKA;1430
2048,SKOCZEK;1430
2049,GŁÓD;1429
2050,KWAŚNA;1429
2051,MISZCZUK;1428
2052,PAŁASZ;1428
2053,RAFALSKA;1428
2054,DANIELEWICZ;1426
2055,LIPA;1426
2056,LISIAK;1426
2057,MAKOWIECKA;1426
2058,GRAJEWSKA;1422
2059,KUCZKOWSKA;1422
2060,PŁOTKA;1422
2061,STYŚ;1422
2062,CEGIELSKA;1421
2063,SULIMA;1418
2064,KAPAŁA;1417
2065,KARP;1417
2066,MIŁKOWSKA;1415
2067,KĘSKA;1414
2068,LUBAŃSKA;1413
2069,OBRĘBSKA;1413
2070,SCHNEIDER;1413
2071,WOŁOWIEC;1413
2072,CZEKAŁA;1412
2073,SZCZECIŃSKA;1410
2074,KRASNODĘBSKA;1409
2075,SKARŻYŃSKA;1409
2076,BARSKA;1406
2077,IDZIAK;1406
2078,JUSZKIEWICZ;1406
2079,MAGDZIARZ;1406
2080,ŚMIETANA;1406
2081,KOSICKA;1405
2082,KRET;1405
2083,SZAŁKOWSKA;1405
2084,SZCZEPKOWSKA;1405
2085,ŻUROWSKA;1405
2086,PSZCZÓŁKOWSKA;1403
2087,PTASIŃSKA;1403
2088,ŚMIAŁEK;1403
2089,MAKSYMIUK;1402
2090,MIŁOSZ;1402
2091,NĘDZA;1402
2092,JAMROZIK;1401
2093,DZIADOSZ;1400
2094,RADZIK;1399
2095,STANIK;1398
2096,AUGUSTYNOWICZ;1397
2097,CZEKALSKA;1397
2098,MIELNICZUK;1396
2099,ZAWIERUCHA;1396
2100,BARTOS;1395
2101,TARCZYŃSKA;1395
2102,ŁUKASZUK;1394
2103,MICHNIEWICZ;1394
2104,BUCZAK;1393
2105,MARCZYŃSKA;1393
2106,DRĄŻEK;1392
2107,HAWRYLUK;1392
2108,KOCHAN;1391
2109,KRYSIŃSKA;1391
2110,ŁOJEK;1391
2111,GUCWA;1389
2112,MAŁKIEWICZ;1389
2113,BARYŁA;1387
2114,KMITA;1387
2115,MIGDAŁ;1387
2116,ŻABA;1386
2117,KOLIŃSKA;1385
2118,SIELSKA;1385
2119,ZIÓŁEK;1385
2120,FIJOŁEK;1384
2121,KASZUBOWSKA;1384
2122,GROMADZKA;1383
2123,MIOTK;1383
2124,GĘBSKA;1382
2125,KONIECZKA;1382
2126,PRZYBYŁOWSKA;1382
2127,STEFANIUK;1382
2128,WALTER;1382
2129,NIEWĘGŁOWSKA;1381
2130,STĘPIŃSKA;1381
2131,STOLAREK;1381
2132,KARCZMARCZYK;1380
2133,PROKOPOWICZ;1380
2134,RADZIEJEWSKA;1378
2135,KUMOR;1377
2136,WALCZUK;1377
2137,WEISS;1377
2138,GNIADEK;1376
2139,PERZ;1376
2140,BRZEZICKA;1374
2141,MARSZAŁ;1374
2142,SULEJ;1374
2143,CZERSKA;1373
2144,GAPIŃSKA;1373
2145,JELIŃSKA;1373
2146,DOLECKA;1372
2147,RYDZ;1372
2148,SAWA;1372
2149,ŻĄDŁO;1372
2150,FRANCZYK;1371
2151,KOBIAŁKA;1371
2152,RZESZUTEK;1371
2153,WĄDOŁOWSKA;1371
2154,GOLIK;1370
2155,KIEDROWSKA;1370
2156,PAŁYS;1370
2157,WIEWIÓRA;1370
2158,KRAUS;1369
2159,WALKOWSKA;1369
2160,GRUBA;1368
2161,JAKUBEK;1368
2162,JAREK;1368
2163,WOJTKIEWICZ;1368
2164,KOCOŃ;1367
2165,BURA;1366
2166,LIBERA;1366
2167,KROPIDŁOWSKA;1364
2168,RĘBISZ;1364
2169,STRÓŻYK;1364
2170,GĘBKA;1363
2171,MRÓWCZYŃSKA;1363
2172,NIEDŹWIEDZKA;1363
2173,ZAMOJSKA;1363
2174,BODNAR;1362
2175,ARCISZEWSKA;1361
2176,PALUSZKIEWICZ;1361
2177,TYBURSKA;1361
2178,GACA;1360
2179,LEHMANN;1360
2180,SKRZYNIARZ;1360
2181,NIEWIŃSKA;1359
2182,ZANIEWSKA;1359
2183,BRYŚ;1358
2184,JAWOREK;1356
2185,GAIK;1354
2186,SKAWIŃSKA;1354
2187,SZREDER;1354
2188,DZIUBIŃSKA;1353
2189,WOCH;1353
2190,BUJNOWSKA;1352
2191,CHABOWSKA;1351
2192,BŁOCH;1350
2193,LATOS;1350
2194,JAROSZEWICZ;1349
2195,PADUCH;1349
2196,KOŁTUN;1348
2197,KULCZYŃSKA;1348
2198,MADEJA;1348
2199,SIEKIERSKA;1348
2200,SMOLAK;1348
2201,BORUTA;1347
2202,CIECIERSKA;1347
2203,OCZKOWSKA;1347
2204,KASPERCZYK;1346
2205,STARZEC;1346
2206,BISKUPSKA;1345
2207,MOŻDŻEŃ;1345
2208,SOKALSKA;1345
2209,DOROSZ;1344
2210,WOJTAL;1344
2211,KONARZEWSKA;1341
2212,KRYCZKA;1341
2213,RAJEWSKA;1341
2214,BACZEWSKA;1340
2215,KURZYŃSKA;1339
2216,MAŚLAK;1338
2217,MICHTA;1338
2218,BRZÓZKA;1337
2219,ŚWIĘTEK;1337
2220,KULAK;1336
2221,RUSAK;1336
2222,GAŁEK;1335
2223,OCHOCKA;1335
2224,SOBIESKA;1335
2225,KARASIEWICZ;1334
2226,REK;1333
2227,PAŁCZYŃSKA;1332
2228,BRZYSKA;1331
2229,KABAT;1331
2230,SOSZYŃSKA;1331
2231,LENKIEWICZ;1330
2232,PRUSZYŃSKA;1330
2233,DOBEK;1327
2234,SZYMKIEWICZ;1327
2235,PASTUSZAK;1326
2236,GALUS;1325
2237,SKÓRSKA;1325
2238,SŁUPSKA;1324
2239,MIGAS;1322
2240,OPAŁKA;1322
2241,WENCEL;1322
2242,JANOTA;1321
2243,RYGIELSKA;1321
2244,GOŚCINIAK;1320
2245,KURDZIEL;1320
2246,DĘBEK;1319
2247,ŚMIGIEL;1319
2248,FRYC;1318
2249,BACH;1317
2250,BŁAŻEJCZYK;1317
2251,PACYNA;1317
2252,TKOCZ;1317
2253,BARTYZEL;1316
2254,JAROSZEK;1316
2255,POMORSKA;1316
2256,SOROKA;1316
2257,SOLIŃSKA;1315
2258,FIC;1314
2259,SZYMONIAK;1314
2260,ROSÓŁ;1313
2261,ANTONIUK;1312
2262,FALKIEWICZ;1312
2263,HOPPE;1312
2264,JANECZKO;1312
2265,KOTLIŃSKA;1312
2266,ŻYŁKA;1312
2267,IDZIK;1311
2268,BAZAN;1310
2269,JASZCZAK;1310
2270,KUPKA;1310
2271,SIEK;1310
2272,GALA;1308
2273,SIECZKA;1308
2274,REKOWSKA;1307
2275,ŁUPIŃSKA;1306
2276,PALACZ;1306
2277,RYCHTER;1306
2278,SADŁO;1306
2279,KLIMKOWSKA;1305
2280,ROGACKA;1305
2281,BAKALARZ;1304
2282,GUZY;1304
2283,STRZAŁKA;1304
2284,ADAMOWSKA;1303
2285,CYBULA;1303
2286,WOŹNICZKA;1303
2287,ŻYGADŁO;1303
2288,WALEWSKA;1302
2289,GAŁKOWSKA;1301
2290,KONEFAŁ;1301
2291,MARCHLEWSKA;1301
2292,CZOPEK;1300
2293,DRZYMAŁA;1299
2294,NAWARA;1299
2295,RUTKA;1299
2296,WALASZEK;1299
2297,GRZANKA;1298
2298,STACHYRA;1298
2299,PELCZAR;1297
2300,SŁOMA;1297
2301,WYKA;1297
2302,BRODZIŃSKA;1296
2303,MURZYN;1296
2304,STANIEK;1296
2305,STRĄCZEK;1295
2306,NOGAJ;1294
2307,FOJCIK;1292
2308,OLSZÓWKA;1292
2309,JARZĘBSKA;1291
2310,ZIEMIŃSKA;1291
2311,BŁASZKOWSKA;1290
2312,FĄFARA;1290
2313,RADWAN;1290
2314,RADOŃ;1289
2315,CZARNIECKA;1288
2316,WRZESZCZ;1288
2317,SURMACZ;1286
2318,WĄCHAŁA;1286
2319,BIGOS;1285
2320,BRZOSTOWSKA;1285
2321,GRZĘDA;1285
2322,KOTULA;1285
2323,KARDAS;1284
2324,MIKRUT;1284
2325,WOJCIESZAK;1284
2326,FIEDOROWICZ;1283
2327,WOŁEK;1283
2328,JAKUBOWICZ;1282
2329,KOŹLIK;1282
2330,BUJALSKA;1280
2331,KOTŁOWSKA;1280
2332,BABICZ;1279
2333,GARBOWSKA;1278
2334,KŁYS;1277
2335,DZWONKOWSKA;1276
2336,PAROL;1275
2337,SKÓRKA;1275
2338,KRAMARZ;1274
2339,PRZYGODZKA;1274
2340,BAJ;1271
2341,KUBIŚ;1271
2342,BIZOŃ;1270
2343,BONK;1270
2344,SMOLARCZYK;1270
2345,ANTONOWICZ;1269
2346,GURGUL;1269
2347,KOCJAN;1269
2348,BRODZIAK;1268
2349,BURAK;1268
2350,KAPŁON;1268
2351,BĄCZYK;1267
2352,GARCZYŃSKA;1265
2353,LIZAK;1265
2354,FURMANEK;1264
2355,GREŃ;1263
2356,MAZGAJ;1263
2357,BANASZCZYK;1262
2358,FIGURSKA;1262
2359,GÓRAK;1262
2360,GRADOWSKA;1262
2361,PALA;1261
2362,WAJS;1261
2363,BYCZKOWSKA;1260
2364,MUZYKA;1260
2365,STYCZEŃ;1260
2366,DZIEWULSKA;1259
2367,SZYDLIK;1259
2368,ŁOJEWSKA;1258
2369,RAJSKA;1258
2370,CIURA;1257
2371,GRZYWA;1257
2372,POTRYKUS;1255
2373,DOMBROWSKA;1254
2374,GŁĘBOCKA;1254
2375,KIJAK;1254
2376,KUĆ;1254
2377,ŚWIERCZEWSKA;1254
2378,GRODZICKA;1253
2379,MAĆKIEWICZ;1253
2380,SITKOWSKA;1253
2381,ZABORSKA;1253
2382,KLUCZYŃSKA;1251
2383,SZABŁOWSKA;1251
2384,BERGER;1250
2385,CZARNOCKA;1250
2386,GARSTKA;1250
2387,ŁUNIEWSKA;1250
2388,NIZIOŁ;1249
2389,DASZKIEWICZ;1248
2390,MUSIALIK;1248
2391,WAŚKO;1248
2392,ZACHARSKA;1248
2393,MALINA;1247
2394,SZYSZKOWSKA;1247
2395,KRAWCZUK;1246
2396,MATUŁA;1246
2397,MAZUROWSKA;1246
2398,WIERCIŃSKA;1245
2399,DURKA;1244
2400,FOLTYN;1244
2401,STOPKA;1244
2402,ZAPART;1244
2403,LANGOWSKA;1242
2404,DERDA;1241
2405,ILNICKA;1241
2406,KUBAT;1240
2407,MEYER;1240
2408,ŁABĘDZKA;1239
2409,PUDEŁKO;1239
2410,TRZASKOWSKA;1239
2411,CIUPA;1238
2412,KALATA;1238
2413,PIECZONKA;1237
2414,RACZEK;1237
2415,FRONTCZAK;1236
2416,KAROLEWSKA;1236
2417,KEMPIŃSKA;1236
2418,KOLANO;1236
2419,MATYSIK;1236
2420,MICHALCZUK;1236
2421,MROŻEK;1236
2422,ŻAKOWSKA;1236
2423,DEMBOWSKA;1235
2424,KARDASZ;1235
2425,MATYS;1235
2426,STANISZ;1235
2427,KOPAŃSKA;1234
2428,MARCISZ;1234
2429,PUŁAWSKA;1234
2430,CHORĄŻY;1231
2431,CIBOROWSKA;1231
2432,JADCZAK;1231
2433,JAROMIN;1231
2434,TALAREK;1230
2435,BIEGUN;1229
2436,ŁOPATA;1229
2437,NEJMAN;1229
2438,FABER;1227
2439,KLEPACZ;1227
2440,KUBERA;1227
2441,LAZAR;1226
2442,SZLACHETKA;1226
2443,GRUCHAŁA;1225
2444,RYNKOWSKA;1225
2445,KUCIA;1224
2446,KWIETNIEWSKA;1224
2447,PŁOŃSKA;1224
2448,STACHERA;1224
2449,KACZOREK;1223
2450,NAKONIECZNA;1223
2451,ROLKA;1223
2452,BAR;1221
2453,BUCHTA;1221
2454,CEGLAREK;1221
2455,MIKOS;1221
2456,PILECKA;1221
2457,BERNAŚ;1220
2458,KOSIBA;1220
2459,MASTERNAK;1220
2460,SZULIK;1220
2461,DĄBROWA;1219
2462,GRĘDA;1218
2463,DUDZIC;1216
2464,DOMŻALSKA;1215
2465,TREDER;1215
2466,POWROŹNIK;1214
2467,DUDKA;1213
2468,WIELICZKO;1212
2469,POLIT;1211
2470,RÓŻALSKA;1210
2471,ŻABICKA;1210
2472,CURYŁO;1209
2473,SITARSKA;1209
2474,OWCZARZAK;1208
2475,PISARCZYK;1208
2476,BŁACH;1207
2477,KORDEK;1207
2478,PYTLAK;1207
2479,RAJCA;1207
2480,SULIKOWSKA;1207
2481,GARUS;1206
2482,KOSSOWSKA;1206
2483,SIERAKOWSKA;1206
2484,SULEWSKA;1206
2485,BERLIŃSKA;1205
2486,KWIEK;1205
2487,PAŹDZIOR;1204
2488,SZCZEPANOWSKA;1204
2489,FUCHS;1203
2490,GOS;1202
2491,STRUGAŁA;1202
2492,GRZESZCZYK;1201
2493,ŚLUSARZ;1201
2494,TURKIEWICZ;1201
2495,KONKEL;1200
2496,GAWOR;1199
2497,KORUS;1199
2498,RYCZEK;1199
2499,PYZIK;1198
2500,ZUBRZYCKA;1198
2501,DZIEKAN;1197
2502,KURAS;1197
2503,RASZEWSKA;1197
2504,PĘKAŁA;1196
2505,SOBOTKA;1196
2506,WIĘCH;1196
2507,ŁUCKA;1193
2508,CHRAPEK;1192
2509,DYL;1190
2510,MACIOŁEK;1190
2511,GORCZYŃSKA;1189
2512,BUCKA;1188
2513,PAWELSKA;1188
2514,STAŃKO;1188
2515,DANOWSKA;1187
2516,FOKS;1187
2517,MATECKA;1187
2518,SOBIK;1187
2519,BALCEREK;1185
2520,JAROŃ;1185
2521,KOSZYK;1185
2522,LEBIODA;1185
2523,ZIĘTARA;1185
2524,ANDRZEJCZYK;1184
2525,BRAUN;1184
2526,JAWOR;1183
2527,STASIŃSKA;1183
2528,DERA;1182
2529,RUSZCZYK;1182
2530,SKRODZKA;1182
2531,DOBKOWSKA;1181
2532,GRZYWNA;1181
2533,KLECHA;1180
2534,LUBECKA;1180
2535,KONDRACIUK;1179
2536,RZĄSA;1179
2537,SZALA;1179
2538,ŚWIĘCH;1179
2539,TOMASIAK;1179
2540,PIĘKOŚ;1178
2541,POMYKAŁA;1178
2542,ANTOSZ;1177
2543,ŁUSZCZYŃSKA;1177
2544,PIECZYŃSKA;1177
2545,KOPERA;1176
2546,SNOPEK;1176
2547,JANIA;1175
2548,GACKOWSKA;1174
2549,BOJKO;1173
2550,JAGODA;1173
2551,KIJOWSKA;1173
2552,MAGDA;1173
2553,OKRÓJ;1173
2554,WIETESKA;1173
2555,MAZURCZAK;1172
2556,KOŃCZAK;1171
2557,PIECHACZEK;1171
2558,SIDOROWICZ;1171
2559,BUDZIK;1170
2560,BINIEK;1169
2561,STANIAK;1169
2562,GONERA;1168
2563,KŁOSEK;1168
2564,KOWOL;1168
2565,MACIEJAK;1168
2566,POPOWSKA;1168
2567,ŚWIERK;1168
2568,DZIADEK;1167
2569,JUCHA;1167
2570,KELLER;1167
2571,KUŹNICKA;1167
2572,WILKOSZ;1167
2573,GLISZCZYŃSKA;1166
2574,KUKULSKA;1166
2575,KUŚMIEREK;1166
2576,KAROLCZAK;1165
2577,BASIAK;1164
2578,IGNATOWICZ;1164
2579,KOSMOWSKA;1164
2580,LEŚNIK;1164
2581,BIEDA;1163
2582,DANKOWSKA;1163
2583,KŁUSEK;1163
2584,KOBYLARZ;1163
2585,OLĘDZKA;1163
2586,WOJEWÓDZKA;1163
2587,BOBOWSKA;1160
2588,PIECHOWICZ;1160
2589,RUSZKIEWICZ;1160
2590,HYLA;1159
2591,KWOLEK;1159
2592,PALIŃSKA;1159
2593,SKOREK;1159
2594,STOLARZ;1159
2595,MRZYGŁÓD;1158
2596,GOMÓŁKA;1157
2597,MIERZWIŃSKA;1157
2598,GRZESZCZUK;1156
2599,MARUSZAK;1156
2600,OPALA;1156
2601,STAWIŃSKA;1156
2602,ORZOŁ;1155
2603,PIKUL;1155
2604,SALWA;1155
2605,MATRAS;1154
2606,MICHOŃ;1154
2607,WALISZEWSKA;1154
2608,BURCZYK;1153
2609,KRĘŻEL;1153
2610,KWAŚNY;1152
2611,MIRECKA;1151
2612,BARCZYŃSKA;1150
2613,SAMEK;1150
2614,BIEŃKO;1149
2615,DUCH;1149
2616,PIONTEK;1149
2617,KOŚCIELNA;1148
2618,ŁĘGOWSKA;1148
2619,SIEWIERSKA;1148
2620,TCHÓRZEWSKA;1148
2621,KACZANOWSKA;1147
2622,REGUŁA;1147
2623,SIECZKOWSKA;1147
2624,BOROWCZYK;1146
2625,DANIELAK;1146
2626,KOTARBA;1146
2627,MALESA;1146
2628,ROMANEK;1146
2629,BUDEK;1145
2630,KIEŁTYKA;1144
2631,NICPOŃ;1144
2632,RATYŃSKA;1144
2633,JAŁOCHA;1143
2634,LANDOWSKA;1143
2635,BŁACHUT;1142
2636,DŁUGOŁĘCKA;1142
2637,ZYSKOWSKA;1142
2638,DWORAKOWSKA;1140
2639,GILEWSKA;1139
2640,KLIM;1139
2641,PAPIERNIK;1139
2642,DĘBIEC;1138
2643,PODLEWSKA;1138
2644,TOMASZEWICZ;1138
2645,SYREK;1137
2646,TURZYŃSKA;1137
2647,DROZDEK;1135
2648,GRYZ;1135
2649,OGORZAŁEK;1135
2650,PASIK;1135
2651,MRUGAŁA;1134
2652,NIEWIAROWSKA;1134
2653,TATARA;1133
2654,TOMCZUK;1133
2655,GROCHAL;1132
2656,MAGDZIAK;1132
2657,STROJNA;1132
2658,PETRYKOWSKA;1130
2659,WIECZORKOWSKA;1130
2660,BŁASZAK;1129
2661,DOŁĘGA;1129
2662,KRYSTEK;1129
2663,MIZERSKA;1129
2664,ROGÓŻ;1129
2665,MIGACZ;1128
2666,PAŃCZYK;1128
2667,SULIGA;1128
2668,MĘDREK;1127
2669,POBŁOCKA;1127
2670,BARANIAK;1126
2671,KOTLARZ;1126
2672,DEMSKA;1125
2673,KOLENDA;1125
2674,FISCHER;1124
2675,KONDRATOWICZ;1124
2676,KUCA;1124
2677,MIKOŁAJCZUK;1124
2678,IZYDORCZYK;1122
2679,KRYSA;1122
2680,PIETRASZEWSKA;1122
2681,STYCZYŃSKA;1122
2682,HUK;1121
2683,KIEŁB;1121
2684,MENDEL;1121
2685,ROZBICKA;1121
2686,SERWATKA;1121
2687,CEDRO;1119
2688,FARON;1119
2689,GABOR;1119
2690,MARUT;1119
2691,WODZIŃSKA;1119
2692,WOŹNIAKOWSKA;1119
2693,CWYNAR;1118
2694,KACHEL;1118
2695,KNAPCZYK;1117
2696,PYTKA;1116
2697,KOŻUCHOWSKA;1115
2698,SKORUPKA;1115
2699,GOSZCZYŃSKA;1114
2700,ROSIK;1114
2701,KOCZOROWSKA;1113
2702,OWCZARCZYK;1113
2703,POLIŃSKA;1113
2704,PROKOPIUK;1113
2705,SZUSTER;1113
2706,ŚWIĘTOCHOWSKA;1113
2707,STASIUK;1112
2708,STRĄK;1112
2709,KAPELA;1111
2710,MACIEJOWSKA;1111
2711,PIECHNIK;1111
2712,SZUSTAK;1111
2713,CHOŁUJ;1110
2714,JUNG;1110
2715,KURAŚ;1110
2716,PATEREK;1110
2717,DOLNA;1109
2718,SŁOTWIŃSKA;1109
2719,PIETRYKA;1108
2720,BARWIŃSKA;1107
2721,MOLSKA;1107
2722,PIEC;1107
2723,PIETROWSKA;1107
2724,RICHERT;1107
2725,WAWRO;1107
2726,BUKAŁA;1106
2727,MAKSYMOWICZ;1106
2728,MIRGA;1106
2729,PĄCZEK;1106
2730,PISULA;1106
2731,SZYPUŁA;1106
2732,WADOWSKA;1106
2733,GAŁCZYŃSKA;1105
2734,OTTO;1105
2735,CEGIEŁKA;1101
2736,KOCHANEK;1101
2737,KRZYSZTOŃ;1101
2738,KULIŚ;1101
2739,TWARÓG;1101
2740,KUBIS;1100
2741,KUCZEK;1100
2742,NAWRAT;1100
2743,KONOPACKA;1099
2744,OBRZUT;1099
2745,SZCZEPANKIEWICZ;1099
2746,WITOWSKA;1099
2747,BARANEK;1098
2748,OŁDAK;1098
2749,JANCZYK;1097
2750,PAUL;1097
2751,STASZKIEWICZ;1097
2752,ŚNIEŻEK;1097
2753,KRUPKA;1096
2754,PIJANOWSKA;1096
2755,KLIMA;1095
2756,OLSZAŃSKA;1095
2757,ŻELAZOWSKA;1095
2758,GŁAZ;1094
2759,KRAMARCZYK;1094
2760,KURKIEWICZ;1094
2761,ŁĄTKA;1094
2762,RAŚ;1094
2763,ROSIEK;1094
2764,STROJEK;1093
2765,SZCZYPIŃSKA;1093
2766,GACH;1092
2767,PAPIEŻ;1092
2768,KUKUŁKA;1091
2769,MIEDZIŃSKA;1091
2770,TARGOŃSKA;1091
2771,CZARNY;1089
2772,GOC;1089
2773,PODBIELSKA;1089
2774,WAŚNIEWSKA;1089
2775,BIEDROŃ;1087
2776,RYCHLICKA;1087
2777,SKOLIMOWSKA;1087
2778,STAŃCZUK;1086
2779,GANCARCZYK;1084
2780,GRODECKA;1084
2781,MURAS;1083
2782,PALCZEWSKA;1083
2783,PARYS;1083
2784,SZATAN;1083
2785,JACEK;1082
2786,REJMAN;1082
2787,SZABAT;1082
2788,TATAR;1081
2789,ŻUR;1081
2790,PRZEPIÓRA;1080
2791,BANASIEWICZ;1079
2792,BULIŃSKA;1079
2793,LITWIŃSKA;1079
2794,OLIWA;1079
2795,BLACHA;1078
2796,KONOPKO;1078
2797,ŚLUSARSKA;1078
2798,GŁÓWKA;1077
2799,ŁAPA;1077
2800,STĘPKOWSKA;1077
2801,WIERZBIŃSKA;1077
2802,ŻELAZKO;1077
2803,ŚMIECH;1076
2804,BALCERAK;1075
2805,DRĘŻEK;1075
2806,GOZDEK;1075
2807,KULAWIK;1075
2808,MISZEWSKA;1075
2809,WIECZORKIEWICZ;1075
2810,FURMAŃSKA;1074
2811,WRZESIEŃ;1074
2812,MARTYNIAK;1073
2813,ZIMNICKA;1073
2814,GUBAŁA;1072
2815,ŚWIĄDER;1072
2816,BRONISZEWSKA;1071
2817,JAŚKOWIAK;1071
2818,KRAS;1071
2819,SIUTA;1071
2820,KORONA;1070
2821,BAUER;1069
2822,CENDROWSKA;1069
2823,MATEJKO;1068
2824,TYC;1068
2825,KUBICZ;1067
2826,STELMASZCZYK;1067
2827,SZCZERBIŃSKA;1067
2828,ŁABUZ;1066
2829,MAJERSKA;1066
2830,REMISZEWSKA;1066
2831,BIS;1065
2832,FORMELLA;1065
2833,GŁOWIŃSKA;1065
2834,STEĆ;1064
2835,SZYMANKIEWICZ;1064
2836,UMIŃSKA;1064
2837,GABRYSIAK;1063
2838,KATA;1063
2839,KULCZYK;1063
2840,MICHNO;1063
2841,HERNIK;1062
2842,LECHOWSKA;1062
2843,PYREK;1062
2844,KOZIARSKA;1061
2845,NITKA;1061
2846,STANOWSKA;1061
2847,ANTOS;1060
2848,MARECKA;1060
2849,ZABROCKA;1060
2850,ZIMOCH;1060
2851,IWANIEC;1059
2852,KOPIŃSKA;1059
2853,KOWOLIK;1059
2854,MAŁYSZ;1059
2855,RYCHLEWSKA;1059
2856,SZMYD;1059
2857,URBANOWSKA;1059
2858,KLUBA;1058
2859,KOSIK;1058
2860,ŁAZARSKA;1058
2861,CIACH;1057
2862,KIEŁCZEWSKA;1056
2863,KONDRAT;1056
2864,KULETA;1056
2865,POPOWICZ;1056
2866,ANTONIEWICZ;1055
2867,DYBAŁA;1055
2868,GACKA;1055
2869,MARUSZEWSKA;1055
2870,SŁONINA;1054
2871,WODZYŃSKA;1054
2872,BANIA;1053
2873,BUDZISZ;1053
2874,RESZCZYŃSKA;1053
2875,GÓRNY;1052
2876,SYSKA;1052
2877,CIERNIAK;1051
2878,PRZYBYŁOWICZ;1051
2879,CZACHOR;1050
2880,FRĄSZCZAK;1050
2881,TURCZYN;1050
2882,WOJTYŁA;1050
2883,BYCZEK;1049
2884,CHAŁUPKA;1049
2885,LICHOTA;1049
2886,NIEWCZAS;1049
2887,JĘDRASIK;1048
2888,PAWLUCZUK;1048
2889,PĘCAK;1047
2890,WYSZOMIRSKA;1047
2891,BRODZIK;1046
2892,NIEDZIÓŁKA;1046
2893,PUK;1046
2894,WIATER;1046
2895,KŁODA;1045
2896,STASZCZYK;1044
2897,WALICZEK;1044
2898,KRZYŻAŃSKA;1043
2899,KSIĄŻKIEWICZ;1043
2900,ŁUSZCZ;1043
2901,RYGIEL;1043
2902,DRAPAŁA;1042
2903,SURÓWKA;1042
2904,TOMKIEWICZ;1042
2905,WOJAS;1042
2906,WOLNIEWICZ;1042
2907,JĘDRYCH;1041
2908,KURCZEWSKA;1041
2909,MOSKAŁA;1041
2910,DURA;1040
2911,KRUCZKOWSKA;1040
2912,ŁYKO;1040
2913,ADACH;1039
2914,GUMIŃSKA;1039
2915,MALANOWSKA;1039
2916,OLSZOWSKA;1039
2917,SZCZYPKA;1039
2918,WISZOWATA;1038
2919,LISICKA;1037
2920,PSZCZOŁA;1037
2921,CEBULSKA;1036
2922,CZARNA;1036
2923,GRENDA;1036
2924,MAŃCZAK;1036
2925,BAJDA;1035
2926,LUTY;1035
2927,RADTKE;1035
2928,STOKOWSKA;1035
2929,BAKUŁA;1034
2930,SKONECZNA;1034
2931,BLICHARSKA;1033
2932,DUNAJ;1033
2933,HINZ;1033
2934,KALKOWSKA;1033
2935,PIETRASZKO;1033
2936,BIELEC;1032
2937,CIELECKA;1032
2938,FURMANIAK;1032
2939,BELKA;1031
2940,CHOMA;1031
2941,PIĘTAK;1031
2942,TOMANEK;1031
2943,KAROŃ;1030
2944,PRZEPIÓRKA;1030
2945,CWALINA;1029
2946,LIGOCKA;1029
2947,NAJDA;1029
2948,CELMER;1028
2949,KUŹNIAK;1028
2950,GRAJEK;1027
2951,SŁABY;1027
2952,WĄTOR;1027
2953,BRANDT;1026
2954,GUGAŁA;1026
2955,MACIASZCZYK;1026
2956,PARUZEL;1026
2957,RYKOWSKA;1026
2958,ZARYCHTA;1026
2959,GAC;1025
2960,NITA;1025
2961,WADAS;1025
2962,IWANEK;1024
2963,KRASUCKA;1024
2964,SIEMIĄTKOWSKA;1024
2965,CHODKOWSKA;1023
2966,GRACA;1023
2967,RADOSZ;1023
2968,SZKLARSKA;1023
2969,WICHROWSKA;1023
2970,WITT;1023
2971,BIAŁOŃ;1022
2972,CHMIELIŃSKA;1022
2973,GÓROWSKA;1022
2974,HALICKA;1022
2975,NASIŁOWSKA;1022
2976,SIENICKA;1022
2977,WÓJCIKOWSKA;1022
2978,DULĘBA;1021
2979,GALICKA;1021
2980,BAL;1020
2981,BODZIONY;1020
2982,GWIŻDŻ;1020
2983,JANDA;1020
2984,MIECZNIKOWSKA;1020
2985,MIROSŁAW;1020
2986,DYLĄG;1019
2987,GŁAŻEWSKA;1019
2988,MISIURA;1019
2989,TWAROWSKA;1019
2990,BUŁA;1018
2991,OŻGA;1018
2992,ŚWIĘCKA;1018
2993,DEMBSKA;1017
2994,KOSMALSKA;1017
2995,CHOMICZ;1016
2996,WICIŃSKA;1016
2997,BIESIADA;1015
2998,JASTRZĄB;1015
2999,JUCHNIEWICZ;1015
3000,TOBOŁA;1015
3001,TUCHOLSKA;1015
3002,BIAŁOBRZESKA;1014
3003,KUBICZEK;1014
